INPUT-#Scan#	INPUT-SpectrumID	INPUT-Compound_Name	INPUT-InChIKey-Planar	Tag_Status1	Action1	Add_InCHIKey-Planar	Cannot_Add_InChIKey-Planar	Tag_Status2	Action2	Add_Tag1	Add_Tag2	Add_Tag3	Contribute-NCBITaxonomy1	Contribute-NCBITaxonomy2	Contribute-NCBITaxonomy3	Contribute-UBERONTag1	Contribute-UBERONTag2	Contribute-UBERONTag3	Contribute-LifestyleTag1	Contribute-LifestyleTag2	Contribute-LifestyleTag3	Current_Tags	Current_NCBITaxonomy	Current_UBERON	Current_Lifestyle
475184	CCMSLIB00004697379	(1R,3R,4S,5R)-1,3,4-trihydroxy-5-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxycyclohexane-1-carboxylic acid	BMRSEYFENKXDIS	Tags Present	Check Current Tags and Add if Incomplete																	food|human|plant|naturalproduct_plant|plant_angiospermae|naturalproduct	9606|Homo sapiens:151831|Heteropterys umbellata		food consumption
475896	CCMSLIB00003135729	Spectral Match to Monoelaidin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
476240	CCMSLIB00003139116	Spectral Match to Ursodeoxycholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
477040	CCMSLIB00003139116	Spectral Match to Ursodeoxycholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
477619	CCMSLIB00003139116	Spectral Match to Ursodeoxycholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
478596	CCMSLIB00003139914	Spectral Match to Monoelaidin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
478599	CCMSLIB00003135729	Spectral Match to Monoelaidin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
479675	CCMSLIB00003139113	Spectral Match to N-Oleoylglycine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
480803	CCMSLIB00005768333	Massbank:NA002839 8-Prenylnaringenin|(2S)-5,7-dihydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)-2,3-dihydrochromen-4-one	LPEPZZAVFJPLNZ	Tags Present	Check Current Tags and Add if Incomplete																	food|naturalproduct			food consumption
482066	CCMSLIB00005435552	lithocholic acid	SMEROWZSTRWXGI	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|bacterial_modified|food|human|naturalproduct	9606|Homo sapiens	bile|blood|feces|urine	|food consumption
482136	CCMSLIB00005435552	lithocholic acid	SMEROWZSTRWXGI	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|bacterial_modified|food|human|naturalproduct	9606|Homo sapiens	bile|blood|feces|urine	|food consumption
485337	CCMSLIB00003136514	Spectral Match to Ile-Pro-Ile from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
485468	CCMSLIB00003136121	Spectral Match to Ile-Pro-Ile from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
486015	CCMSLIB00003138466	Spectral Match to 4-O-.beta.-Galactopyranosyl-D-mannopyranose from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
486933	CCMSLIB00005464711	"(3R)-3-((3R,5R,6S,8S,9S,10R,13R,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)butanoic acid"	ZBAVIUQLFUYWMT	Tags Missing	Add Tags																				
487155	CCMSLIB00000852624	NCGC00169660-02_C22H30O3_2-Hydroxy-6-[(8Z,11Z)-8,11,14-pentadecatrien-1-yl]benzoic acid	QUVGEKPNSCFQIR	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct		feces	
489240	CCMSLIB00005726579	Massbank: Lauramidopropyl betaine|3-(Dodecanoylamino)propyl(carboxymethyl)dimethylammonium|carboxymethyl-[3-(dodecanoylamino)propyl]-dimethylazanium	MRUAUOIMASANKQ	Tags Present	Check Current Tags and Add if Incomplete																	environmental|personalcareproduct			personal care products
489245	CCMSLIB00004697117	2-chloro-1,3,8-trihydroxy-6-(hydroxymethyl)anthracene-9,10-dione	GPTPSPAFUZTDEG	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
489248	CCMSLIB00000077206	CocamidopropylBetaine	MRUAUOIMASANKQ	Tags Present	Check Current Tags and Add if Incomplete																	environmental|personalcareproduct			personal care products
493002	CCMSLIB00004679238	Putative (3-hydroxyheptadecanoyl)glycine	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
493006	CCMSLIB00000577990	LAUROYLCARNITINE	FUJLYHJROOYKRA	Tags Present	Check Current Tags and Add if Incomplete																	human|food|naturalproduct	9606|Homo sapiens	blood|feces|urine	|food consumption
494399	CCMSLIB00000848646	NCGC00347593-02!2-hydroxy-3-methyl-6-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienyl]-7-oxabicyclo[4.1.0]hept-3-en-5-one	DKOXVDVXOYHFHV	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct|fungal|fungal_produced			
506961	CCMSLIB00000221911	ReSpect:PT202580 Inosine-5'-monophosphate|IMP|5'-IMP|I-5'-P|5'-inosinate|Inosinic Acid|[(2R,3S,4R,5R)-3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate	GRSZFWQUAKGDAV	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct|animal|human|bacterial|food_additive			
508196	CCMSLIB00005763801	Massbank:LU131103 Corticosterone|(8S,9S,10R,11S,13S,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	OMFXVFTZEKFJBZ	Tags Present	Check Current Tags and Add if Incomplete																	food|naturalproduct			food consumption
508199	CCMSLIB00004719776	Cortodoxone	WHBHBVVOGNECLV	Tags Present	Check Current Tags and Add if Incomplete																	human|food|naturalproduct	9606|Homo sapiens		food consumption
508224	CCMSLIB00005463890	CORTICOSTERONE	OMFXVFTZEKFJBZ	Tags Present	Check Current Tags and Add if Incomplete																	food|naturalproduct			food consumption
508225	CCMSLIB00005463890	CORTICOSTERONE	OMFXVFTZEKFJBZ	Tags Present	Check Current Tags and Add if Incomplete																	food|naturalproduct			food consumption
509637	CCMSLIB00003136659	Spectral Match to Adenosine 5'-monophosphate from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
515912	CCMSLIB00005735228	Massbank:EQ366103 Ampicillin|2-amino-1-methyl-5-propylideneimidazol-4-one|6-[(2-azaniumyl-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate	AVKUERGKIZMTKX	Tags Present	Check Current Tags and Add if Incomplete																	biocide_antimicrobial|drug		blood|urine	drug or medication use
518243	CCMSLIB00004696888	5-hydroxy-2,2-dimethyl-10-(2-methylbut-3-en-2-yl)pyrano[3,2-g]chromen-8-one	WYMMNGQSPNWCIK	Tags Present	Check Current Tags and Add if Incomplete																	plant|naturalproduct_plant|naturalproduct			
519972	CCMSLIB00000078263	Meloxicam (Mobic)	ZRVUJXDFFKFLMG	Tags Present	Check Current Tags and Add if Incomplete																	drug		blood|urine	|drug or medication use
520045	CCMSLIB00003137748	Spectral Match to Trp-Phe from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
520051	CCMSLIB00003134979	Spectral Match to Phe-Trp from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
520058	CCMSLIB00003134979	Spectral Match to Phe-Trp from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
52441	CCMSLIB00000007145	cyclo(L-Val-L-Pro)	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
525847	CCMSLIB00003138418	Spectral Match to Monolinolenin (9c,12c,15c) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
526353	CCMSLIB00003137660	Spectral Match to Monolinolenin (9c,12c,15c) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
530033	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
530066	CCMSLIB00004699006	9-hydroxy-1,4a-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-1-carboxylic acid	GPFVBJYXFRIOFB	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct|plant|naturalproduct_plant			
530273	CCMSLIB00004699005	9-hydroxy-1,4a-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-1-carboxylic acid	GPFVBJYXFRIOFB	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct|plant|naturalproduct_plant			
531703	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
531716	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
531723	CCMSLIB00003136615	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
531727	CCMSLIB00005464717	"(4R)-4-((3S,5R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	CVNYHSDFZXHMMJ	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|bacterial_modified|naturalproduct		blood|urine	
532314	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532333	CCMSLIB00005465712	"(R)-4-((3R,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pent-2-enoic acid"	BXUVIKFICAYYEQ	Tags Missing	Add Tags																				
532631	CCMSLIB00003139523	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532632	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532636	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532638	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532640	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532645	CCMSLIB00003136615	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532646	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532647	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532652	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532653	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532723	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532724	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532806	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532900	CCMSLIB00003139523	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532967	CCMSLIB00003139523	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
532972	CCMSLIB00003137598	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
533195	CCMSLIB00003136615	Spectral Match to Cholic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
536409	CCMSLIB00004720422	Lagochilin	XYPPDQHBNJURHU	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
536903	CCMSLIB00003134721	Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
537085	CCMSLIB00005463880	URSODEOXYCHOLATE	RUDATBOHQWOJDD	Tags Present	Check Current Tags and Add if Incomplete																	animal|bacterial_modified|drug		bile|blood|cerebrospinal fluid|feces|saliva|urine	drug or medication use
537092	CCMSLIB00005463880	URSODEOXYCHOLATE	RUDATBOHQWOJDD	Tags Present	Check Current Tags and Add if Incomplete																	animal|bacterial_modified|drug		bile|blood|cerebrospinal fluid|feces|saliva|urine	drug or medication use
537096	CCMSLIB00003134721	Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
537099	CCMSLIB00005463909	DEOXYCHOLATE	KXGVEGMKQFWNSR	Tags Present	Check Current Tags and Add if Incomplete																	bacterial|bacterial_modified|human_modified|naturalproduct		bile|blood|feces|urine	
537113	CCMSLIB00003134721	Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
537115	CCMSLIB00005463880	URSODEOXYCHOLATE	RUDATBOHQWOJDD	Tags Present	Check Current Tags and Add if Incomplete																	animal|bacterial_modified|drug		bile|blood|cerebrospinal fluid|feces|saliva|urine	drug or medication use
537755	CCMSLIB00003137867	Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
537773	CCMSLIB00005463880	URSODEOXYCHOLATE	RUDATBOHQWOJDD	Tags Present	Check Current Tags and Add if Incomplete																	animal|bacterial_modified|drug		bile|blood|cerebrospinal fluid|feces|saliva|urine	drug or medication use
537775	CCMSLIB00005463880	URSODEOXYCHOLATE	RUDATBOHQWOJDD	Tags Present	Check Current Tags and Add if Incomplete																	animal|bacterial_modified|drug		bile|blood|cerebrospinal fluid|feces|saliva|urine	drug or medication use
537779	CCMSLIB00005463880	URSODEOXYCHOLATE	RUDATBOHQWOJDD	Tags Present	Check Current Tags and Add if Incomplete																	animal|bacterial_modified|drug		bile|blood|cerebrospinal fluid|feces|saliva|urine	drug or medication use
537781	CCMSLIB00005463880	URSODEOXYCHOLATE	RUDATBOHQWOJDD	Tags Present	Check Current Tags and Add if Incomplete																	animal|bacterial_modified|drug		bile|blood|cerebrospinal fluid|feces|saliva|urine	drug or medication use
537811	CCMSLIB00003136744	Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
537834	CCMSLIB00003137867	Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
537855	CCMSLIB00005463880	URSODEOXYCHOLATE	RUDATBOHQWOJDD	Tags Present	Check Current Tags and Add if Incomplete																	animal|bacterial_modified|drug		bile|blood|cerebrospinal fluid|feces|saliva|urine	drug or medication use
537896	CCMSLIB00005463880	URSODEOXYCHOLATE	RUDATBOHQWOJDD	Tags Present	Check Current Tags and Add if Incomplete																	animal|bacterial_modified|drug		bile|blood|cerebrospinal fluid|feces|saliva|urine	drug or medication use
537946	CCMSLIB00003134721	Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
539293	CCMSLIB00003138131	Spectral Match to Monoolein from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
53939	CCMSLIB00003137896	Spectral Match to Syringic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
541047	CCMSLIB00003136608	Spectral Match to Ile-Val-Lys from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
541049	CCMSLIB00003136608	Spectral Match to Ile-Val-Lys from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
541141	CCMSLIB00003136608	Spectral Match to Ile-Val-Lys from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
541181	CCMSLIB00003140048	Spectral Match to Matairesinol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
541338	CCMSLIB00003136608	Spectral Match to Ile-Val-Lys from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
